url,id,title,label,high_label,repo,delay_days
https://www.github.com/Chia-Network/chia-docs/commit/9b5d753334fb989126d2be94abbeac8ea0efb72a,239,Bump ua-parser-js from 0.7.32 to 0.7.33,groups,Grouping dependencies,Chia-Network/chia-docs,4.171400462962963
https://www.github.com/Codeminer42/cm42-central/commit/5c9a8051cffaa2f540bd8b14d7b28d83f5374716,803,Bump moment from 2.29.3 to 2.29.4,groups,Grouping dependencies,Codeminer42/cm42-central,209.99284722222225
https://www.github.com/LHNCBC/lforms/commit/5d66e43eddaf11791a5a752db321e3a7b9a1ae60,79,Bump follow-redirects from 1.14.6 to 1.14.7,release-prep,Upgraded in the new release,LHNCBC/lforms,0.6676041666666667
https://www.github.com/project-zot/zui/commit/f455e262aea65935a53bd312d68df21e9be5c0da,283,build(deps): Bump luxon from 2.4.0 to 2.5.2,groups,Grouping dependencies,project-zot/zui,45.79635416666667
https://www.github.com/SAP/ui5-cli/commit/4e5b9be808105c1e1ea53723b1593f2b7cf8e427,729,[DEPENDENCY] Bump update-notifier from 7.1.0 to 7.2.0,groups,Grouping dependencies,SAP/ui5-cli,1.9164583333333332
https://www.github.com/Codeminer42/cm42-central/commit/b6f8c2020850cab51c67aab090403da54de33f08,778,Bump url-parse from 1.5.7 to 1.5.10,groups,Grouping dependencies,Codeminer42/cm42-central,113.56417824074072
https://www.github.com/AdobeDocs/app-builder/commit/7f297ba5edba4978553ea24f0786e04cc55cbbae,222,Bump @adobe/gatsby-theme-aio from 4.4.2 to 4.5.8,others,Others,AdobeDocs/app-builder,0.3531828703703703
https://www.github.com/hiero-ledger/hiero-sdk-js/commit/4e9af4eff7d5e0775558b9a2fd4f9a69e02950dc,1374,chore(deps-dev): bump vite from 3.2.5 to 4.0.4,others,Others,hiero-ledger/hiero-sdk-js,0.0896875
https://www.github.com/Apollon77/ioBroker.daikin-cloud/commit/1479e9dc87dfa1e49640035f4ab89d4cc0c5f65f,195,Bump word-wrap from 1.2.3 to 1.2.5,release-prep,Upgraded in the new release,Apollon77/ioBroker.daikin-cloud,330.74546296296296
https://www.github.com/rpldy/react-uploady/commit/eae759a109bdcdfa1961cb83fabcdcc3228b932a,868,chore(deps-dev): bump flow-bin from 0.268.0 to 0.272.2,others,Others,rpldy/react-uploady,3.1286689814814816
https://www.github.com/atlassian/better-ajv-errors/commit/ae6c4fc74d312c6c9f7848b8d53332e6e9872001,201,Bump braces from 3.0.2 to 3.0.3,bot:renovate,Upgraded by other bots,atlassian/better-ajv-errors,0.0024074074074074
https://www.github.com/torusresearch/torus-website/commit/b6532b579b778108418a001a146bc11914155062,1834,Bump vuetify from 2.6.1 to 2.6.2,groups,Grouping dependencies,torusresearch/torus-website,0.0107754629629629
https://www.github.com/open-telemetry/opentelemetry.io/commit/74c2d5af5738b959e71576c9543794edd67e9206,4424,Bump hugo-extended from 0.125.4 to 0.125.6,different-version,Upgraded to a newer version,open-telemetry/opentelemetry.io,3.1855555555555557
https://www.github.com/facebook/Rapid/commit/23efe3fec135cacdd73dc5974a8c97ad163d29a8,1246,Bump @fortawesome/free-regular-svg-icons from 6.4.2 to 6.5.1,groups:family,Grouping dependencies,facebook/Rapid,0.0972453703703703
https://www.github.com/davidmerfield/blot/commit/d719dc356654c637a282554de3245262268344c2,854,Bump esbuild from 0.17.12 to 0.25.0,groups,Grouping dependencies,davidmerfield/blot,1.376226851851852
https://www.github.com/LHNCBC/lforms/commit/5d66e43eddaf11791a5a752db321e3a7b9a1ae60,80,Bump engine.io from 6.1.0 to 6.1.1,release-prep,Upgraded in the new release,LHNCBC/lforms,0.3702893518518519
https://www.github.com/ember-learn/ember-cli-addon-docs/commit/a608dcad0ffcf788d409c8e9eb2a45def0550928,927,Bump ember-auto-import from 1.12.0 to 2.2.0,others,Others,ember-learn/ember-cli-addon-docs,0.0591550925925926
https://www.github.com/adobe/aio-theme/commit/803fa6279df1294170468cbdc21537606b40303b,498,chore(deps): bump gatsby-plugin-preact from 5.12.0 to 5.13.0,groups:family,Grouping dependencies,adobe/aio-theme,238.8486458333333
https://www.github.com/mrhenry/core-web/commit/8fc2162887870eaacb2c760d8402612aff90f7f6,1585,Bump typescript from 5.0.4 to 5.1.3,groups,Grouping dependencies,mrhenry/core-web,16.9196412037037
https://www.github.com/oslokommune/bydelsfakta/commit/7b89fbf3a893023f84c19e0ba395fb9d0595df13,239,chore(deps): bump minimist from 1.2.5 to 1.2.6,different-version,Upgraded to a newer version,oslokommune/bydelsfakta,316.4379513888889
https://www.github.com/executablebooks/sphinx-copybutton/commit/22a248591a229a6025ba06b556bc1f60618e71c1,124,⬆️ Bump hosted-git-info from 2.8.8 to 2.8.9,others,Others,executablebooks/sphinx-copybutton,30.80027777777778
https://www.github.com/mrhenry/core-web/commit/b734a94767db7d9d0926fe2069b0723b4c2b965b,1214,Bump @types/semver from 7.3.11 to 7.3.12,groups,Grouping dependencies,mrhenry/core-web,3.421030092592593
https://www.github.com/npm/eslint-config/commit/6f3160bd4fcd54d68e51d3d423a690be9a7888f6,126,deps: bump which from 4.0.0 to 5.0.0,others,Others,npm/eslint-config,0.1880671296296296
https://www.github.com/stellar/js-stellar-base/commit/0f68137745a35078702681efaf47a41b5d89cfba,565,Bump qs from 6.5.2 to 6.5.3,others,Others,stellar/js-stellar-base,0.2080439814814814
https://www.github.com/getgauge/gauge-js/commit/aa0a445c21ccabbb25ae85cd8a29eb8a5beb87ee,486,Bump klaw-sync from 3.0.2 to 6.0.0,required-source-code-changes,Required source code changes,getgauge/gauge-js,194.99274305555556
https://www.github.com/open-telemetry/opentelemetry.io/commit/ac71d426f4a359495173daf4d3fd16060b8eba3e,4333,Bump hugo-extended from 0.124.1 to 0.125.2,different-version,Upgraded to a newer version,open-telemetry/opentelemetry.io,7.6532638888888895
https://www.github.com/reconmap/web-client/commit/7ebb7b97408fd3db735d97e5b559ce6959308605,458,Bump vite from 5.4.2 to 5.4.6,groups:family,Grouping dependencies,reconmap/web-client,32.886747685185185
https://www.github.com/jellyfin/jellyfin-web/commit/d844c512a8287df3be5dd5128aadf0cdbd6a93cf,3276,Bump @babel/plugin-transform-modules-umd from 7.16.0 to 7.16.7,groups:family,Grouping dependencies,jellyfin/jellyfin-web,0.674699074074074
https://www.github.com/open-telemetry/opentelemetry.io/commit/e2500d1ba0472d9081b3dd1ca82c7100c19206e5,2133,Bump hugo-extended from 0.108.0 to 0.109.0,groups:dev,Grouping dependencies,open-telemetry/opentelemetry.io,21.41351851851852
https://www.github.com/ai/sitnik.ru/commit/f1273f095139de9858004da8ea202eb8b46a3fc2,10,Bump lodash from 4.17.15 to 4.17.19,groups,Grouping dependencies,ai/sitnik.ru,0.0218981481481481
https://www.github.com/sweetalert2/sweetalert2-react-content/commit/f6c4d45c6d63bbfc32bf3bec0f29bb2f2d20adab,266,chore(deps-dev): bump vite from 6.2.5 to 6.2.6,groups:family,Grouping dependencies,sweetalert2/sweetalert2-react-content,8.855960648148148
https://www.github.com/CityOfZion/neon-wallet/commit/52510ee81b0fa5ff66923f7b92efa79a1503b6d7,2416,build(deps): bump terser from 4.8.0 to 4.8.1,release-prep,Upgraded in the new release,CityOfZion/neon-wallet,19.392094907407408
https://www.github.com/mainmatter/ember-intl-analyzer/commit/9a615c20b2b85d731a2dc233f487316953ddbd84,485,build(deps): bump minimist from 1.2.5 to 1.2.6,bot:renovate,Upgraded by other bots,mainmatter/ember-intl-analyzer,8.339664351851852
https://www.github.com/msys2/setup-msys2/commit/b7c618093143e3372b17081e4115db5176dff8e9,138,Bump eslint from 7.26.0 to 7.27.0,others,Others,msys2/setup-msys2,0.3544097222222222
https://www.github.com/tasks/docs/commit/2fb284f6a6dabce4dc79c006244b919272daa007,5,Bump prismjs from 1.22.0 to 1.23.0,others,Others,tasks/docs,7.843402777777778
https://www.github.com/ardalis/DevIQ-gatsby/commit/5d7e897b704d6b1c2d448f10d24b24c5fb1566d8,113,Bump gatsby-plugin-canonical-urls from 2.10.0 to 4.24.0,groups:prod,Grouping dependencies,ardalis/DevIQ-gatsby,170.69141203703705
https://www.github.com/stellar/js-xdr/commit/6d5a107a905a00ac64ffa3facf4077f483f9baf9,88,Bump qs from 6.5.2 to 6.5.3,others,Others,stellar/js-xdr,131.35164351851853
https://www.github.com/visjs/vis-util/commit/4158bd2c71a943ffbe4c00a7cfe881d17f29954c,1231,build(deps): bump terser from 5.7.1 to 5.14.2,others,Others,visjs/vis-util,227.4636689814815
